id,name,homepage_url,booking_url,phone,source_url,note
gc-4365b50502ef,사이프러스골프 (대중제),,,,,
gc-029535a99281,나인브릿지 (회원제),,,,,
gc-06c10aaf3618,나인브릿지 (대중제),,,,,
gc-41a0194846f8,SK핀크스 (회원제),,,,,
gc-b825d1073c5d,SK핀크스 (대중제),,,,,
gc-1ce1b36ed2da,시그너스cc,,,,,
gc-17fef5525b26,스프링베일리조트,,,,,
gc-ba3362c686e4,골프존카운티 안성H,,,,,
gc-411771a420e7,골프존카운티 안성W,,,,,
gc-945ef0204a99,골프존카운티 사천,,,,,
gc-968de8ceffeb,밀양에스파크골프리조트,,,,,
gc-09693194d3fb,골프존카운티 경남,,,,,
gc-96bed6159452,골프존카운티 감포,,,,,
gc-6a587177a23c,골프존카운티 선산,,,,,
gc-a944350f5db1,골프존카운티 구미,,,,,
gc-01d6a94bf335,골프존카운티 청통,,,,,
gc-1f14d0ca89b4,마이다스 구미 골프아카데미,,,,,
gc-3f766167d45e,잭 니클라우스 골프클럽 코리아,,,,,
gc-fa86c43067e7,드림파크골프장,,,,,
gc-4005648f63d2,골프존카운티 송도 골프장,,,,,
gc-ae299d74ffe4,여수시티파크골프&호텔,,,,,
gc-3269edc70897,골프존카운티,,,,,
gc-982325a51789,골프존카운티 영암,,,,,
gc-2a867c283a2c,골프존카운티무주,,,,,
gc-1f1578e897f2,골프존카운티선운,,,,,
gc-adeec421c374,골프존카운티 천안,,,,,
gc-226b2263c6f6,골프존카운티 진천cc,,,,,
gc-ab22b2f16924,골프존카운티 화랑cc,,,,,
gc-01762fe809b0,골프존 카운티 드래곤,,,,,
gc-d780ed19a4d0,골프존카운티오라 (회원제),,,,,
gc-4949c11c28bf,골프존카운티오라 (대중제),,,,,
gc-74de2175f831,블랙스톤제주,,,,,
